|condition|elevator|energy_class|floor|housetype|neighborhood|price|price_per_square_meter|number_of_rooms|rooms|square_meters|year
282|hyvä|on|F|3/6|kt|Kallio|208000|7172|1| h + kk|29,00|1932
283|hyvä|ei||4/8|kt|Kallio|224000|7593|1|h,avok,alkovi,...|29,50|1963
284|hyvä|on|F|5/5|kt|Kruununhaka|280000|9333|1|h, avok, kph, wc|30,00|1912
285|tyyd.|ei|D2007|1/3|kt|Etelä-haaga|168000|5250|1|h+kk+alkovi|32,00|1957
286|hyvä|ei|G|3/5|kt|Punavuori|290000|7733|1|h, k, kph/wc, ...|37,50|1912
287|hyvä|on|F|3/7|kt|Kallio|159000|7571|1|h+kk|21,00|1932
288|hyvä|on|D2007|3/4|kt|Hermanni|180000|6207|1|h, kk, ransk.p...|29,00|1958
289|tyyd.|on|E2007|3/5|kt|Vuosaari|129000|4300|1| h+kk+parv|30,00|1971
290|tyyd.|on||2/6|kt|Kamppi|308000|7897|1|h, alkovi, kk,...|39,00|1929
291|hyvä|on|E2007|1/5|kt|Punavuori|272500|6899|1|h, avo.k, kph|39,50|1931
292|tyyd.|on||3/7|kt|Lauttasaari|170000|8947|1|h, kk|19,00|1939
293|tyyd.|ei||1/6|kt|Kallio|80000|4000|1|h+kph+avok.+parvi|20,00|1913
294|hyvä|ei|B|1/3|kt|Kaisaniemi|210000|8077|1|h, kk|26,00|1908
295|hyvä|on|C|8/8|kt|Herttoniemi|227800|6800|1|h, kt, alkovi,...|33,50|2017
296|hyvä|ei||3/6|kt|Kallio|255067|5545|1|-2h, avokeitti...|46,00|1937
297|huono|on|E2007|6/8|kt|Rastila|117000|3900|1| h+kk+p|30,00|1972
298| |ei|E|3/3|kt|Lauttasaari|200000|6667|1|h+kk+kph|30,00|1968
299|tyyd.|on|D2007|3/5|kt|Koskela|115000|3770|1|h, ikkunalline...|30,50|1972
300|tyyd.|on||4/6|kt|Taka-töölö|210000|5526|1|h, avokeitti...|38,00|1930
301|tyyd.|ei|F|2/4|kt|Ullanlinna|440000|8713|1| h+k|50,50|1908
302|hyvä|ei||2/3|kt|Kamppi|227500|9479|1|h+avok+kph|24,00|1873
303|hyvä|ei|E2007|1/2|kt|Kumpula|169000|5633|1|h+kk+kph|30,00|1939
304|hyvä|on|F|4/7|kt|Taka-töölö|250000|7813|1|h, kk, kph, vh...|32,00|1967
305|hyvä|ei|D2007|1/7|kt|Keski-Töölö|298000|7268|1|tudio, avokeit...|41,00|1936
306|hyvä|ei||2/4|kt|Vallila|237000|5576|1|h, k ja alkovi|42,50|1926
307|tyyd.|on|E2013|4/4|kt|Lauttasaari|160000|5818|1|h + alkovi + kk|27,50|1963
308|tyyd.|ei|D|2/3|kt|Mellunmäki|107000|3567|1| h+kk|30,00|1972
309|hyvä|on|D|2/7|kt|Kallio|175000|8333|1|h+avok+kph|21,00|1932
310|hyvä|on|F|5/7|kt|Lauttasaari|200000|5714|1|h, k, kph, las...|35,00|1974
311|tyyd.|on|F|3/6|kt|Ullanlinna|251000|6972|1| h ja k|36,00|1933
312|hyvä|ei|F|1/3|kt|Lassila|145000|5577|1|h, kk, kph, al...|26,00|1984
313|hyvä|ei||5/5|kt|Ullanlinna|343000|10239|1|h, avokeitti...|33,50|1957
314|hyvä|ei||2/4|kt|Hermanni|150000|4286|1|h+k+kph|35,00|1955
315|tyyd.|ei|E|3/3|kt|Oulunkylä|138000|3680|1| h, kk, kph, vh|37,50|1974
316|tyyd.|on|F|1/5|kt|Pitäjänmäki|140000|3333|1|h+k|42,00|1988
317|tyyd.|on|D2007|3/5|kt|Kallio|167000|7767|1|h,kk,wc/suihku|21,50|1927
318|hyvä|ei||2/2|kt|Puu-vallila|190000|6129|1|h,k,kh|31,00|1913
319|tyyd.|on|D2007|2/4|kt|Katajanokka|245000|5976|1|h, k, kph, vh, p|41,00|1981
320|tyyd.|ei|D2007|3/3|kt|Konala|101500|4614|1|h+kk|22,00|1964
321|tyyd.|ei||1/4|kt|Ullanlinna|281000|7806|1|h,k|36,00|1927
322|hyvä|on|F|3/7|kt|Alppiharju|146000|5615|1|h, kk|26,00|1928
323|tyyd.|on|E2007| |kt|Mellunmäki|109000|3759|1|h,k,kph,parveke|29,00|1981
324|tyyd.|on|G|2/7|kt|Niemenmäki|137154|4572|1|h+kk+kph+parv|30,00|1962
325|tyyd.|on|E|4/6|kt|Lauttasaari|210000|6462|1|h, kk, p|32,50|1973
326|hyvä|ei||1/5|kt|Kamppi|230000|9350|1|h, kk, kph, parvi|24,60|1911
327|huono|on|D2007|3/5|kt|Ullanlinna|234000|7548|1|h, kk, kph|31,00|1941
328|hyvä|on|D2007|1/8|kt|Kallio|217500|6905|1|h,ikk.kk,kh,p|31,50|1964
329|hyvä|ei|F|2/4|kt|Kallio|225000|5196|1|h, alk, k, kph|43,30|1910
330|tyyd.|on|F|4/5|kt|Punavuori|185000|9250|1|h+kk|20,00|1959
331|hyvä|ei|D|1/4|kt|Konala|182000|4550|1|h, k, alkovi, ...|40,00|2012
332|tyyd.|ei|E2007|3/4|kt|Vallila|127000|5522|1|h, avok, kph|23,00|1925
333|huono|on||4/6|kt|Taka-töölö|196000|6323|1|h, k, kph|31,00|1937
334|tyyd.|on||5/6|kt|Ullanlinna|212000|8833|1|h, kk, sh|24,00|1937
335|hyvä|ei||3/5|kt|Taka-töölö|192000|7805|1| h, avokeitti&...|24,60|1913
336|hyvä|on||6/8|kt|Alppila|185000|7115|1|h+kk+kph|26,00|1962
337|tyyd.|on|F2007|2/14|kt|Merihaka|172000|6143|1|h, kk, lasitet...|28,00|1974
338|hyvä|ei|E2007|2/3|kt|Pohjois-Meilahti|228000|7600|1|h, avok, kph|30,00|1940
339|hyvä|ei||4/4|kt|Vallila|212000|6839|1|h+k|31,00|1929
340|tyyd.|ei||2/3|kt|Malmi|137000|3806|1|h, kk, s|36,00|1985
341|hyvä|on|F|4/8|kt|Kamppi|292000|7139|1|h+k+kph|40,90|1929
342|hyvä|on|E|4/6|kt|Kallio|262000|5822|1|h, avok., kph,...|45,00|1930
343|hyvä|on|E2007|6/6|kt|Alppiharju|176500|7674|1|h, kk, kph|23,00|1940
344|hyvä|on||4/6|kt|Kallio|173000|6407|1|h, avok, kph|27,00|1936
345|tyyd.|ei|F|2/5|kt|Kallio|150000|5455|1|h+kk|27,50|1907
346|hyvä|on||4/5|kt|Viikki|177000|5619|1|h, avok, kh|31,50|2017
347|hyvä|on||5/7|kt|Alppila|265000|6795|1|h, k, alkovi, ...|39,00|2001
348|tyyd.|ei|D|3/6|kt|Alppila|200000|6452|1|h+alk.+kph|31,00|1936
349|hyvä|on||7/7|kt|Alppila|245000|6806|1|h, kk, kph|36,00|1928
350|tyyd.|on|D|1/5|kt|Taka-töölö|182500|7604|1|h, kk|24,00|1939
351|hyvä|ei|F2007|2/3|kt|Malmi|124000|4276|1|h,kk|29,00|1985
352|hyvä|on|E|4/7|kt|Kallio|179500|6190|1|h+kk+alkovi+kp...|29,00|1961
353|hyvä|on||3/5|kt|Lauttasaari|186000|5471|1| h, k, kph, p|34,00|1977
354|tyyd.|ei|E2007|1/4|kt|Alppila|85000|2361|1|h, avok. ja parvi|36,00|1936
355|tyyd.|on|E2007|1/8|kt|Vuosaari|120000|4000|1| h, kk, kh, p|30,00|1972
356|hyvä|ei|E|1/4|kt|Ruskeasuo|196000|5939|1|h+avok+kph/s+wc|33,00|1955
357|tyyd.|ei|F|3/5|kt|Alppila|139000|7722|1|h,wc|18,00|1927
358|hyvä|ei||6/6|kt|Kruununhaka|198000|9000|1|h,kk|22,00|1950
359|tyyd.|on|E|5/7|kt|Hakaniemi|230000|7667|1|h, avok, kph|30,00|1937
360|tyyd.|ei|E2007|1/3|kt|Puotila|127000|3848|1| h, kk, parveke|33,00|1961
361|hyvä|ei|E2007|2/3|kt|Mellunmäki|121000|3507|1|h+pk+kph+lasit...|34,50|1975
362|hyvä|ei||2/4|kt|Kallio|165500|9194|1|h+kk|18,00|1936
363|tyyd.|on|E2007|3/7|kt|Harju|154000|7264|1|h,kk,wc|21,20|1940
364|tyyd.|ei|E|2/3|kt|Malminkartano|127000|3848|1|h+kk+P|33,00|1984
365|tyyd.|ei||2/4|kt|Munkkisaari|220000|6128|1|h, k, kph|35,90|1911
366|tyyd.|on||4/5|kt|Kruununhaka|192000|8000|1|h + k + kph|24,00|1910
367|tyyd.|ei|G|1/4|kt|Etelä-haaga|125000|5952|1|h, avok., kph|21,00|1961
368|hyvä|on|E|2/6|kt|Taka-töölö|285000|6706|1|h,k,alkovi|42,50|1932
369|tyyd.|on|F|3/4|kt|Lauttasaari|196000|6759|1|h, kk, p|29,00|1965
370|hyvä|on|D|2/5|kt|Pukinmäki|155000|5000|1|h+kk|31,00|1975
371|tyyd.|on|G|3/6|kt|Lauttasaari|170000|6538|1|h, ks, kph|26,00|1939
372|hyvä|ei|C|2/2|kt|Honkasuo|169000|5281|1|h, kt, kph, pa...|32,00|2017
373|tyyd.|on|F2007|4/5|kt|Mellunmäki|105000|3088|1|h, pk, kph, p|34,00|1973
374|tyyd.|on|E2007|5/5|kt|Punavuori|182000|9100|1|h, avokeitti...|20,00|1952
375|hyvä|on|D| |kt|Alppiharju|195000|7222|1| h, avok, kph|27,00|1929
376|hyvä|on||2/6|kt|Taka-töölö|217000|6803|1|h, kk, kph|31,90|1936
377|hyvä|ei|E|3/3|kt|Länsi-pakila|151000|4871|1|h+kk+kh+p|31,00|1963
378|tyyd.|on||3/5|kt|Kamppi|293000|5860|1|h, rt/alkovi, ...|50,00|1929
379|hyvä|ei|F2007| |kt|Alppiharju|192000|7033|1| h+kph+kk|27,30|1912
380|tyyd.|on|G|7/9|kt|Kontula|107000|3452|1|h+kk|31,00|1970
381|tyyd.|on|E2007|4/5|kt|Punavuori|273000|6659|1| h, keitti...|41,00|1937
382|tyyd.|on|D2007|3/7|kt|Torkkelinmäki|195000|6964|1| h, kk, wc/suihku|28,00|1928
383|hyvä|ei|D2007|3/3|kt|Etelä-haaga|187600|6253|1|h, kk, kh|30,00|1959
384|huono|ei||1/3|kt|Pohjois-Meilahti|198000|5500|1| H + k|36,00|1941
385|tyyd.|on|E2007|2/7|kt|Kallio|171120|6845|1|h+kk+wc+et|25,00|1929
386|tyyd.|on|D2007|4/5|kt|Pukinmäki|136500|4550|1| h, kk, kh, vh, p|30,00|1981
387|huono|ei||7/9|kt|Lauttasaari|157000|5322|1|h+kk|29,50|1974
388|tyyd.|on||6/7|kt|Hakaniemi|235000|6184|1|h, alk, k, kph|38,00|1938
389|tyyd.|on|E2007|1/4|kt|Pihlamäki|143000|3075|1| h, k, kh, p|46,50|1978
390|hyvä|ei|F|1/3|kt|Vuosaari|123000|5234|1| h+kk|23,50|1965
391|tyyd.|on||4/4|kt|Alppila|210053|6564|1| h, parvi, k, ...|32,00|1931
392|hyvä|on|F|6/7|kt|Alppila|235000|6184|1|h, avokeitti...|38,00|1930
394|tyyd.|ei||4/4|kt|Pohjois-Meilahti|168000|7149|1|H+keittoalkovi|23,50|1946
395|huono|on|D2007|1/8|kt|Puotinharju|104500|3732|1|h, kk, kph, vh|28,00|1965
396|tyyd.|ei||3/4|kt|Torkkelinmäki|160000|5714|1|h, avokeitti...|28,00|1929
397|tyyd.|on||1/4|kt|Katajanokka|187000|5844|1|h, kk, kph|32,00|1982
398|tyyd.|ei||1/4|kt|Kruununhaka|212000|6625|1|h, kk, pesuhuo...|32,00|1906
399|tyyd.|on|C2007|2/6|kt|Lassila|145000|4028|1|h+kk|36,00|1982
400|hyvä|on|F|3/4|kt|Punavuori|284150|7893|1|lohuone + avok...|36,00|1938
401|tyyd.|on|F|3/6|kt|Pohjois-Meilahti|171000|7991|1|+kk+ kph|21,40|1940
402|tyyd.|on|E|2/5|kt|Punavuori|200000|8333|1| h, kk, kph|24,00|1961
403|hyvä|on|D2007|1/4|kt|Kannelmäki|144000|5538|1|h, kk, kph|26,00|1961
404|tyyd.|ei|E|3/3|kt|Harju|175000|6731|1|h, kk, parvi, ...|26,00|1929
405|hyvä|on||4/4|kt|Kallio|188000|7148|1|h, kk|26,30|1929
406|hyvä|on||3/7|kt|Kallio|160500|5944|1|h+kk|27,00|1928
407|tyyd.|ei|D2007|3/4|kt|Etelä-haaga|163500|5839|1|h, kk, p|28,00|1963
408|hyvä|on||3/4|kt|Alppila|197000|7036|1|h+kk+kh|28,00|1928
409|hyvä|on|B2007|2/7|kt|Jätkäsaari|295000|8310|1|-2h, avok, kph...|35,50|2014
410|hyvä|on|D|2/6|kt|Taka-töölö|227000|7323|1|h, kk|31,00|1939
411|hyvä|on||8/8|kt|Pihlajamäki|135000|4219|1|h, avokeitti...|32,00|1962
412|hyvä|ei|E2007|3/4|kt|Herttoniemi|135000|6750|1|h, kk|20,00|1954
413|tyyd.|on|F|6/7|kt|Herttoniemi|158000|5745|1|h, kk, kph, ra...|27,50|1956
414|tyyd.|on|F|1/7|kt|Lassila|142000|4303|1|+kk|33,00|1979
415|tyyd.|on||4/5|kt|Etu-Töölö|187000|11333|1|h, avok, kph, ...|16,50|1932
416|tyyd.|on|F|4/4|kt|Etelä-haaga|167000|6423|1|h, kk, kph, ra...|26,00|1960
417|hyvä|on||2/4|kt|Harju|181000|6882|1|h, avok, kph|26,30|1929
418|tyyd.|on|F|1/6|kt|Etu-Töölö|211000|4587|1|h,alk,k,kh|46,00|1927
419|tyyd.|on|E|1/5|kt|Kruununhaka|310000|6739|1|h, k, kph, vh|46,00|1911
420|hyvä|on||2/6|kt|Vuosaari|122000|3813|1|h+pk+lasitettu...|32,00|1971
421|tyyd.|ei|E|1/3|kt|Ruskeasuo|126500|6024|1|h+avok+kph|21,00|1954
422|huono|on|F|6/6|kt|Taka-töölö|161000|7318|1|h, suihku, wc|22,00|1928
423|tyyd.|ei|D2007|3/3|kt|Konala|119000|4760|1|h, avokeitti...|25,00|1962
424|tyyd.|ei|E2007|2/4|kt|Kamppi|235000|7121|1|h ja keittiö|33,00|1912
425|tyyd.|ei|F|2/3|kt|Laajasalo|139000|4088|1|h, kk, alk, vh...|34,00|1972
426|huono|ei|F|4/7|kt|Eira|300000|6522|1| huonetta ja k...|46,00|1911
427|tyyd.|ei||1/3|kt|Vallila|128000|5120|1|h, avok, alkov...|25,00|1926
428|hyvä|on||4/8|kt|Alppila|205000|6949|1|h, kk, lasitet...|29,50|1960
429|tyyd.|on|F|5/5|kt|Punavuori|250000|6793|1|h+k+kph+alk|36,80|1939
430|tyyd.|ei|G|2/5|kt|Punavuori|306000|8053|1|h, k, kph, wc,...|38,00|1875
431|tyyd.|on|F|6/7|kt|Kamppi|185000|9204|1|h, kph|20,10|1932
432|hyvä|on|G|5/6|kt|Vallila|182000|6500|1|h+kk+kph|28,00|1936
433|tyyd.|on||6/6|kt|Munkkiniemi|215000|6825|1|h, avok, kph|31,50|1939
434|hyvä|on|G|5/6|kt|Maunula|149900|4684|1| h, kk, kph, v...|32,00|1962
436|tyyd.|ei|E2007|3/6|kt|Taka-töölö|196800|7718|1|h, kk, kph|25,50|1922
437|tyyd.|on||3/6|kt|Kallio|133000|6333|1|h+kk|21,00|1936
438|hyvä|ei|F|2/4|kt|Vallila|148100|6171|1|h, kk|24,00|1946
439|hyvä|on||3/5|kt|Kamppi|210000|6774|1|h, keittosyven...|31,00|1929
440|hyvä|on||5/6|kt|Hermanni|231000|6047|1|h, k, kph, p|38,20|1952
441|tyyd.|on||1/6|kt|Alppila|183000|6536|1|h, kk|28,00|1960
442|hyvä|on||4/5|kt|Punavuori|361500|8926|1| h+kt|40,50|1937
443|hyvä|on|E|4/4|kt|Lauttasaari|185000|5968|1| h, alkovi, kk...|31,00|1962
444|huono|on|E2007|2/6|kt|Kamppi|230000|6970|1|h, k, kph ,p|33,00|1986
445|hyvä|on|F|2/7|kt|Etu-Töölö|182000|8273|1|h, kk, kph|22,00|1927
446|tyyd.|on|D2007|2/5|kt|Meri-rastila|139000|3233|1|h+k|43,00|1991
447|huono|ei|D2007|3/5|kt|Kamppi|325100|6502|1|h + k|50,00|1906
448|hyvä|on|D|4/6|kt|Keski-Töölö|183000|7320|1|h, avok|25,00|1930
449|hyvä|on|D2007|1/4|kt|Kannelmäki|165500|5707|1|h, avok, lasit. p|29,00|1964
450|hyvä|ei|F|1/4|kt|Pihlajamäki|104500|4265|1|h+kk|24,50|1963
451|tyyd.|on|C2007|6/6|kt|Taka-töölö|205100|7888|1|h, kk|26,00|1936
452|huono|ei||3/3|kt|Toukola|145000|5370|1|h, kk|27,00|1954
453|tyyd.|on|G|5/7|kt|Kallio|140500|7395|1|h, kk, wc|19,00|1937
454|tyyd.|on|E|7/7|kt|Sörnäinen|160000|7619|1|h, kk|21,00|1935
455|huono|ei||1/3|kt|Pohjois-haaga|120000|4138|1|h, kk, piha|29,00|1956
456|huono|on||5/7|kt|Alppila|199500|6763|1|h, kk|29,50|1960
457|tyyd.|on|G|2/4|kt|Lauttasaari|192000|6295|1|h + kk + kph +...|30,50|1961
458|hyvä|on||7/7|kt|Keski-Töölö|240000|7500|1|h+kk+alk.+rans...|32,00|1955
459|tyyd.|ei|E2007|1/3|kt|Mellunmäki|101000|2886|1|h, kk, kph, p|35,00|1975
460|hyvä|ei||1/4|kt|Lauttasaari|232000|5949|1| h, k, kph, al...|39,00|1946
461|hyvä|on|E2007|3/6|kt|Kallio|130000|7879|1|h+ks|16,50|1937
462|hyvä|on||2/6|kt|Hermanni|187000|5533|1|h, kk, alk, p|33,80|1952
463|tyyd.|on|F2007|4/4|kt|Lehtisaari|160000|4420|1| huone, keitti...|36,20|1967
464|hyvä|ei||2/4|kt|Punavuori|230000|8846|1|h, ks, kph, pi...|26,00|1912
465|hyvä|on||2/6|kt|Ullanlinna|240000|7273|1|h, avok, kph, ...|33,00|1929
466|hyvä|on|G|3/5|kt|Punavuori|241150|7308|1|h, keittiö...|33,00|1907
467|tyyd.|on||1/3|kt|Malminkartano|125000|3571|1|h, k, kph-wc, ...|35,00|1982
468|hyvä|on||4/5|kt|Ullanlinna|382000|8946|1|h, avok, parvi...|42,70|1906
469|hyvä|ei|F2007|2/3|kt|Munkkivuori|190000|7037|1|h+kk|27,00|1957
470|tyyd.|on|D|6/6|kt|Taka-töölö|210050|6776|1|h, kk|31,00|1939
471|tyyd.|ei|E|2/3|kt|Malmi|128899|4864|1|h+ikkunall.kei...|26,50|1962
472|tyyd.|on|F|4/5|kt|Lassila|138500|4074|1|h, kk, kph, la...|34,00|1979
473|hyvä|on|F|3/3|kt|Kontula|160100|3905||upak+s|41,00|2004
474|tyyd.|on|F|5/6|kt|Taka-töölö|176000|9263|1|h, kk, kh|19,00|1938
475|huono|ei||5/5|kt|Kamppi|190000|8370|1|h+kk (todellis...|22,70|1926
476|hyvä|on|D2007|1/5|kt|Kamppi|297000|7005|1|h+avok+kph|42,40|1926
477|tyyd.|ei||2/8|kt|Herttoniemi|153000|5564|1| h + kk|27,50|1956
478|tyyd.|ei|D2007|4/4|kt|Etelä-haaga|168000|5600|1| h, kk, p|30,00|1963
479|huono|on|F2007|4/6|kt|Kamppi|186200|9698|1|h, kph|19,20|1932
480|tyyd.|on||4/4|kt|Konala|114000|4222|1|h, kk, vh, las...|27,00|1968
481|tyyd.|on|F|1/6|kt|Munkkiniemi|210000|6563|1|h, keittiö...|32,00|1964
482|tyyd.|ei||2/4|kt|Kruununhaka|267000|7970|1|h,kk|33,50|1874
483|hyvä|on||2/7|kt|Hakaniemi|230000|6053|1|h,k,alkovi,kph|38,00|1938
484|hyvä|ei||2/3|kt|Tammisalo|113000|3645|1|h+kk+p|31,00|1961
485|hyvä|on||2/5|kt|Roihuvuori|174900|4858|1|h, kt|36,00|2017
486|hyvä|ei|E2007|3/3|kt|Pohjois-Meilahti|189000|6300|1|h, kk|30,00|1940
487|tyyd.|ei||3/3|kt|Malmi|130000|3881|1| h, kk, kph, a...|33,50|1981
488|tyyd.|ei|D|2/2|rt|Viikki|184000|4381|1|h+k|42,00|2001
489|tyyd.|ei|F|1/3|kt|Puotila|120000|4068|1|h, kk, kh|29,50|1961
490|hyvä|on|E2007|3/4|kt|Kivihaka|175000|5833|1|h, kk, p|30,00|1961
491|tyyd.|ei|E2007|2/5|kt|Pohjois-haaga|142000|5259|1|h+kk+kh|27,00|1957
492|hyvä|ei|D2007|1/3|kt|Mellunmäki|95000|3167|1|h, kk|30,00|1968
493|tyyd.|on||6/6|kt|Hermanni|150000|5000|1|h, kk, kph, va...|30,00|1957
494|hyvä|on||4/5|kt|Punavuori|330000|9429|1| h+kt|35,00|1937
495|hyvä|ei|E2007|4/4|kt|Kruununhaka|294000|6837|1|h+kk+kph|43,00|1956
496|hyvä|ei|F|2/3|kt|Ruskeasuo|206000|6867|1|h, alkovi, kk,...|30,00|1951
497|hyvä|ei||1/3|kt|Vuosaari / meri-rastila|125600|3925|1|h, kk, kph, sa...|32,00|1990
498|tyyd.|on|E|2/6|kt|Kallio|181250|4770|1|h+k|38,00|1938
499|hyvä|on|E|2/4|kt|Punavuori|292000|7684|1|h+alk+k+kph|38,00|1937
500|tyyd.|ei|E2007|4/5|kt|Munkkisaari|151000|8389|1|h, kk|18,00|1938
501|hyvä|on||4/5|kt|Punavuori|320000|9412|1| h+kt|34,00|1937
502|hyvä|ei||6/6|kt|Punavuori|223000|8920|1|h+kk+ranskalai...|25,00|1957
503|hyvä|ei||2/2|kt|Käpylä|161340|5661|1|h, kk|28,50|1947
504|hyvä|on||2/5|kt|Viikki|169500|5381|1|-2h, kt, kph|31,50|2017
505|tyyd.|ei||3/7|kt|Kallio|205000|5256|1|h+k+kph|39,00|1928
506|hyvä|on|B2007|5/6|kt|Lauttasaari|255000|7612|1|h, kt, s|33,50|2012
507|huono|ei||1/4|kt|Lauttasaari|210000|5833|1|h, k|36,00|1947
508|tyyd.|on|G|2/6|kt|Maunula|135000|5510|1|h, kk, kh|24,50|1962
509|tyyd.|ei|G2007|5/5|kt|Kamppi|220000|11000|1|h, kk, kph, parvi|20,00|1910
510|hyvä|on||4/6|kt|Kallio|191914|8885|1|h, kk, kph|21,60|1925
511|huono|on|G|4/4|kt|Harju|128000|5818|1|h, ks, kh|22,00|1941
512|hyvä|on|F|3/6|kt|Taka-töölö|216500|6984|1|h+avok.+alkovi...|31,00|1937
513|hyvä|on|C|2/7|kt|Lauttasaari|295000|8551|1|h, avokeitti...|34,50|2017
514|hyvä|ei|G|1/3|kt|Mellunmäki|128000|3556|1|h, alkovi, kk,...|36,00|1976
515|hyvä|on|F|3/6|kt|Hietalahti|287000|6706|1|h, k, kph/wc, ...|42,80|1939
516|hyvä|on||4/4|kt|Punavuori|477000|9446|1| h+kt+s+terassi|50,50|1937
517|tyyd.|on||7/7|kt|Sörnäinen|198000|7615|1|h+avok.+kph|26,00|1927
518|tyyd.|on|G|1/7|kt|Kallio|160000|5000|1| h, kk, kph, v...|32,00|1962
519|hyvä|on||2/7|kt|Ullanlinna|282000|8057|1|h, avok, rt, kph|35,00|1937
520|hyvä|ei||3/5|kt|Ullanlinna|325000|8464|1|h, k, kph|38,40|1907
521|hyvä|on||3/4|kt|Punavuori|425000|7589|1| h+kt+s|56,00|1937
522|tyyd.|ei|E2007|2/3|kt|Mellunmäki|109000|3114|1|h,pk|35,00|1974
523|hyvä|on|F|2/5|kt|Lassila|137000|5480|1|h, kk|25,00|1977
524|hyvä|on|E2007|6/7|kt|Itäkeskus|128000|4571|1|h+avok.+alkovi...|28,00|1963
525|tyyd.|ei|F|3/4|kt|Vallila|172000|4649|1|h, k, vh ja er...|37,00|1928
526|tyyd.|ei|F2007|3/4|kt|Herttoniemi|140000|5600|1| h, keittosyve...|25,00|1956
527|hyvä|ei|E|1/3|kt|Etelä-haaga|169000|6259|1|h, kk|27,00|1959
528|tyyd.|ei|E|1/4|kt|Kannelmäki|155500|5183|1|h,kk,kph,p|30,00|1960
529|hyvä|ei||1/4|kt|Vallila|206000|6242|1|h, avok, alk, kph|33,00|1950
530|hyvä|on||2/5|kt|Itäkeskus|134000|3884|1|h, ikkunalline...|34,50|1977
531|hyvä|on|G2007|3/6|kt|Punavuori|395000|7054|1|h, k, kph, alkovi|56,00|1908
532|hyvä|on|F2007|4/4|kt|Munkkiniemi|142000|6174|1|h, kk|23,00|1959
533|hyvä|ei|E|4/4|kt|Pohjois-haaga|155000|5962|1|h, avok, alkov...|26,00|1954
534|tyyd.|on|F|5/6|kt|Kallio|201000|6484|1|h,kph,kk,alkovi|31,00|1937
535|tyyd.|on||5/7|kt|Sörnäinen|225000|5921|1|h+k+kph+et+parvi|38,00|1927
536|hyvä|on|E|6/7|kt|Pohjois-Meilahti|206000|6338|1| h, halli, kk |32,50|1946
537|hyvä|ei|E2007|4/4|kt|Alppila|221000|5973|1|h, k|37,00|1955
538|hyvä|on||5/5|kt|Roihuvuori|177900|5391|1|h, kt|33,00|2017
539|hyvä|on|G|6/6|kt|Pohjois-haaga|176000|4632|1|h, kk, kph|38,00|1954
540|hyvä|on|E2007|1/7|kt|Etu-Töölö|180600|8400|1|h+avok+kph|21,50|1928
541|hyvä|on|E2007|1/7|kt|Etu-Töölö|201600|8400|1|h+avok+kph|24,00|1928
542|hyvä|on|E2007|1/7|kt|Etu-Töölö|205800|8400|1|h+avok+kph|24,50|1928
543|tyyd.|ei||1/3|kt|Konala|117000|4680|1|h, kk, kph|25,00|1962
544|hyvä|on|E2007|1/6|kt|Etu-Töölö|214200|8400|1|h, avok, kph|25,50|1928
545|hyvä|on|E2007|1/7|kt|Etu-Töölö|218400|8400|1|h+avok+kph|26,00|1928
546|hyvä|on|E2007|1/6|kt|Etu-Töölö|243600|8400|1|h, avok, kph|29,00|1928
547|hyvä|on|E|4/7|kt|Taka-töölö|263000|6116|1| h, avok, kph|43,00|1937
548|hyvä|on|F|2/4|kt|Etu-Töölö|370000|8409|1|h, avok, kph, wc|44,00|1936
549|hyvä|on|E2007|2/6|kt|Etu-Töölö|341400|7422|1|h+avok+kph|46,00|1928
550|huono|ei|E2007|2/3|kt|Oulunkylä|149000|4967|1|h, kk, kph|30,00|1963
551|tyyd.|on||3/6|kt|Alppila|180000|5806|1|h, kk, kph|31,00|1928
552|tyyd.|ei|E|4/4|kt|Punavuori|290000|6651|1|h, avokeitti...|43,60|1912
553|tyyd.|on|E|1/7|kt|Pohjois-Meilahti|142000|6043|1| h, pieni alko...|23,50|1946
554|tyyd.|on|D2007|6/6|kt|Kallio|180000|7377|1|h, avokk.|24,40|1929
555|tyyd.|on|D2007|3/6|kt|Kallio|198000|7071|1|h, avok., kh|28,00|1927
556|tyyd.|ei||2/4|kt|Kallio/torkkelinmäki|200000|6452|1|h+k|31,00|1929
557|tyyd.|ei|E2007|3/3|kt|Ruskeasuo|173000|4943|1|h, kk, kph|35,00|1964
558|hyvä|ei||2/2|kt|Alppila|180000|6429|1|h, kk|28,00|1912
559|hyvä|on||2/5|kt|Roihuvuori|166900|5058|1|h, kt|33,00|2017
560|hyvä|on||2/5|kt|Roihuvuori|170900|5179|1|h, kt|33,00|2017
561|hyvä|on|D2007|2/4|kt|Kaartinkaupunki|354000|7867|1|h, avok, alk, kph|45,00|1910
562|hyvä|on|F|6/6|kt|Ullanlinna|215000|8958|1|h+avok+kph|24,00|1933
563|tyyd.|on|E2007|2/5|kt|Vuosaari|123500|4117|1|h+kk+kph+parveke|30,00|1971
564|hyvä|ei|G|1/3|kt|Pukinmäki|145000|4754|1|h, kk, kph, vh, p|30,50|1981
565|hyvä|on||2/6|kt|Punavuori|400000|7143|1|h+kt+s|56,00|1937
566|tyyd.|ei||3/3|kt|Vallila|133000|6650|1|h|20,00|1929
567|tyyd.|on|E2007|5/6|kt|Laajasalo|135000|5870|1|h, kk, kph, p|23,00|1964
